"Offline Choentarwood","Choentarwood","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Offline Choentarwood","Choentarwood","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Offline Choentarwood","Choentarwood","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Offline Choentarwood","Choentarwood","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Offline Choentarwood","Choentarwood","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Offline Choentarwood","Choentarwood","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Offline Choentarwood","Choentarwood","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Offline Choentarwood","Choentarwood","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Offline Choentarwood","Choentarwood","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Offline Choentarwood","Choentarwood","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Offline Choentarwood","Choentarwood","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Offline Choentarwood","Choentarwood","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Chawalit Rice 316.80kWp.","	Chawalit Rice","CWInverter(COM1-12)","172.8","238.15","239.62","306.55","426.15","357.22","219.55","252.86","248","279.19","212.72","350.99","648.26","360.59","219.11","250.17","258.37","","","","","","","","","","","","","","",""
"Chawalit Rice 316.80kWp.","	Chawalit Rice","CWInverter(COM1-13)","144","163.46","160.35","204.89","357.52","262.36","153.47","176.51","165.41","189.52","143.25","296.23","536.69","263.69","149.97","166.8","172.5","","","","","","","","","","","","","","",""
"KKF(CY)_l","CY Ph.1","CY_l_33KTL_NO_01","32.5","126.68","131.36","93.2","86.96","78.24","91.96","101.92","73.16","106.2","106.24","86.12","109.2","149.64","117","144.6","142.32","","","","","","","","","","","","","","",""
"KKF(CY)_l","CY Ph.1","CY_l_33KTL_NO_02","32.5","126.36","130.96","93.16","87","78.28","92","101.92","73.08","106.12","106.24","86.08","109.16","149.52","117.04","144.56","142.48","","","","","","","","","","","","","","",""
"KKF(CY)_l","CY Ph.1","CY_l_33KTL_NO_03","32.5","126.24","130.72","93.08","87","78.28","92.04","101.76","73.08","106.04","106.28","86.04","109.04","149.6","116.92","144.56","142.56","","","","","","","","","","","","","","",""
"KKF(CY)_l","CY Ph.1","CY_l_33KTL_NO_04","32.5","125.32","129.76","92.2","85.88","77","90.56","100.4","71.92","104.4","104.72","84.88","107.92","147.84","115.52","142.8","140.52","","","","","","","","","","","","","","",""
"KKF(CY)_l","CY Ph.1","CY_l_33KTL_NO_05","32.5","127.4","131.84","93.8","87.32","78.48","92.16","101.96","73.2","106.16","106.48","86.2","109.6","150","117.36","144.88","142.48","","","","","","","","","","","","","","",""
"KKF(CY)_l","CY Ph.1","CY_l_33KTL_NO_06","32.5","127.24","130.76","93.44","87.16","78.2","92.4","102.12","73","106.4","106.36","86.24","109.84","149.96","117.24","145.6","143.32","","","","","","","","","","","","","","",""
"KKF(CY)_l","CY Ph.1","CY_l_33KTL_NO_07","32.5","126.96","130.92","93.84","88.16","78.96","93.12","102.96","73.76","107.56","107.4","87","110.68","152.76","118.8","147.04","145.16","","","","","","","","","","","","","","",""
"KKF(CY)_l","CY Ph.1","CY_l_33KTL_NO_08","35.75","139.52","142.44","101.56","94.4","84.52","99.6","110.88","79.36","115.12","116.04","93.48","119.32","163.08","127.6","158.16","156.44","","","","","","","","","","","","","","",""
"KKF(CY)_l","CY Ph.1","CY_l_33KTL_NO_09","35.75","139","142.24","100.76","93.64","84.08","98.76","110.2","78.92","114.2","115.12","92.88","118.28","161.36","126.36","156.48","154.56","","","","","","","","","","","","","","",""
"KKF(CY)_l","CY Ph.1","CY_l_33KTL_NO_10","35.75","142.4","145.28","103.04","95.84","86","101.16","112.96","80.68","116.76","117.76","94.96","121.24","165.32","129.52","159.76","158.16","","","","","","","","","","","","","","",""
"KKF(CY)_l","CY Ph.1","CY_l_33KTL_NO_11","35.75","143.64","146.92","103.72","96.72","86.84","102.08","114","81.48","117.84","118.8","95.84","122.32","166.44","130.44","161.48","159.68","","","","","","","","","","","","","","",""
"KKF(CY)_l","CY Ph.1","CY_l_33KTL_NO_12","35.75","144","147.52","103.88","97","87.16","102.4","114.24","81.76","118.08","119","96.08","122.6","166.92","130.72","161.68","160","","","","","","","","","","","","","","",""
"KKF(CY)_l","CY Ph.1","CY_l_33KTL_NO_13","35.75","140.88","143.6","102.32","95","85.12","100","111.72","79.68","115.36","116.12","93.92","120.08","163.48","128.16","158.16","155.88","","","","","","","","","","","","","","",""
